#;Código;Nombre genérico;Nombre comercial;Presentación
519;105004901;PARACETAMOL (ACETAMINOFÉN) 250-300mg, supositorios pediátricos, Vía Rectal.;PARA-DENK 25- MG SUPOSITORIO;Óvulo/Supositorio
520;101001101;PARACETAMOL (ACETAMINOFÉN) 500mg, tableta, V.O.;ATERMIN 5-- (5--MG) COMPRIMIDOS | ACETAMINOFEN 5-- MG TABLETAS | ACETAMINOFEN MK 5-- MG TABLETAS | APYROL 5-- MG TABLETAS;Pastilla - Cápsula
521;103019701;PARACETAMOL (ACETAMINOFÉN) 90-100mg/ml, gotas, solución, frasco con cuentagotas o gotero calibrado, 15-30ml, V.O.;ASINGESIC 1-- MG /ML SOLUCION ORAL EN GOTAS. | Paracetamol Lafedar Gotas | FEVERIDOL SOLUCION GOTAS ORALES | ANALFÉN 1-- MG/ML SOLUCIÓN ORAL GOTAS;Frasco de gotas
522;103009501;PASIFLORA 500mg/5ml, solución, frasco, V.O.;TILOFLORINA SOLUCIÓN ORAL | EDAFLORINA SOLUCIÓN ORAL;Frasco de jarabe
523;101096301;PERINDOPRIL 5mg, tableta, V.O.;PERINDOPRIL ARGININA 5 MG TABLETAS RECUBIERTAS | COVERSYL 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA | CODOPRIL 5 MG TABLETAS REVESTIDAS | Perindopril tosilato 5 mg tabletas recubiertas;Pastilla - Cápsula
524;103027401;PIPACETATO 40mg/ml, gotas, frasco,  15ml, V.O.;SELVIGON 4- MG/ML SOLUCIÓN ORAL GOTAS;Frasco de gotas
525;103047001;PIRANTEL PAMOATO 250mg-OXANTEL 250mg/5ml, suspensión, frasco, 15ml, V.O.;LUMBRICINA SUSPENSION ORAL.;Frasco de jarabe
526;101034401;PIRIDOXINA  (VITAMINA B6) 50mg, tableta, V.O.;S/P REGISTRADO;Pastilla - Cápsula
527;103003401;POLIMIXINA B, NEOMICINA, HIDROCORTISONA 1%, gotas, suspensión, frasco, 5ml, Vía Ótica.;XINATOL SUSPENSIÓN ÓTICA;Frasco de gotas
528;101097801;PRAMIPEXOL 0.25mg, tableta ranurada, V.O.;PARMITAL -.25 MG COMPRIMIDOS;Pastilla - Cápsula
529;101097901;PRAMIPEXOL 1mg, tableta ranurada, V.O.;PARMITAL 1MG COMPRIMIDOS;Pastilla - Cápsula
530;103049901;PREDNISOLONA ACETATO 1%, gotas, suspensión, frasco, 5-15ml,  Vía Oftálmica.;REDSO 1% SUSPENSION OFTALMICA | SOPHIPREN OFTENO 1% SUSPENSIÓN OFTÁLMICA ESTÉRIL | PREDNIOFTAL F 1- MG/ML SUSPENSIÓN OFTALMICA | PREDSO 1% SUSPENSION OFTALMICA;Frasco de gotas
531;101073401;PREDNISONA 50mg, tableta, V.O.;Meticorten 5- mg tableta | PREDNISONA 5- MG TABLETAS | LMG-SONE 5- MG TABLETAS;Pastilla - Cápsula
532;103039201;PROXIMETACAÍNA (PROPARACAÍNA) 0.5% o TETRACAÍNA (AMETHOCAÍNA) 0.5%, gotas, solución, frasco, 10-15ml, Vía Oftálmica.;PONTI OFTENO -.5% SOLUCIÓN OFTÁLMICA;Frasco de gotas
533;101096501;QUETIAPINA FUMARATO 200mg, tableta, V.O.;Quetidin Quetiapina 2--mg tabletas recubiertas | Quetivitae 2-- mg comprimidos recubiertos | QUITIAPRIM 2-- mg Tabletas Recubiertas | QUETINOR 2-- MG COMPRIMIDOS RECUBIERTOS CON PELICULA;Pastilla - Cápsula
534;103061301;RIVASTIGMINA 18mg, parche transdérmico, Vía Tópica.;RIVAZIC PARCHES RIVASTIGMINA 9.5 MG/ 24 HORAS | EXELON PATCH 1- (18 MG/1- CM2) PARCHE TRANSDÉRMICO | Memory Touch 18 mg Parche Transdérmico;Parche
535;103061201;RIVASTIGMINA 9mg, parche transdérmico, Vía Tópica.;RIVAZIC PARCHES RIVASTIGMINA 9.5 MG/ 24 HORAS | EXELON PATCH 5 (9 MG / 5 CM2) PARCHE TRANSDERMICO | Memory Touch 9 mg Parche Transdérmico | SINSIN RIVASTIGMINA PARCHE 5;Parche
536;102080001;ROCURONIO BROMURO 10mg/ml, solución, I.V.;ESMERON 5-MG/5ML SOLUCION INYECTABLE / INTRAVENOSA | BROMURO DE ROCURONIO 5- MG / 5 ML SOLUCION INYECTABLE I.V. | LUFCUREN 5- MG / 5 ML SOLUCIÓN INYECTABLE INTRAVENOSA, INTRAVENOSA (INFUSIÓN | BROMURO DE ROCURONIO SOLUCIÓN INYECTABLE 5- mg/5 mL;Vial/Ampolla
537;101000201;ROSUVASTATINA 10mg, cápsula o tableta V.O.;ROSUVITAE 1- MG COMPRIMIDOS RECUBIERTOS | Rosuvastatina Cinfa 1-mg Comprimidos Recubiertos Con Película | ROSUVASTATINA NORMON 1- MG. COMPRIMIDOS RECUBIERTO CON PELÍCULA EFG. | ROSUGRAS 1-MG TABLETAS RECUBIERTAS;Pastilla - Cápsula
538;103000701;RUIBARBO 1.5% y SODIO 3.5%, mixtura, frasco, 120-240ml, V.O.;MIXTURA DE RUIBARBO Y SODA RIGAR.;Frasco de jarabe
539;103043401;SALBUTAMOL BASE o SULFATO 100mcg/inhalación, suspensión en aerosol libre de  CFC, inhalador con  200-250 dosis, Vía Bucal.;Ventolin Inhalador 1--mcg/Dosis Suspensión para Inhalación Oral (Libre de CFC) | SALBUTAMOL 1--MCG SUSPENSIÓN EN AEROSOL PARA INHALACIÓN ORAL | ASTHALIN HFA 1--MCG / DOSIS SUSPENSION EN AEROSOL PARA INHALACION ORAL | SACRUSYT 1-- MCG/DOSIS SUSPENSIÓN EN AEROSOL PARA INHALACIÓN ORAL.;Inhalador
540;103048901;SALBUTAMOL SULFATO 0.5%, solución, frasco, 20-30ml, Nebulización.;VENTOLIN 5MG/ML SOLUCIÓN PARA RESPIRADOR INHALACIÓN ORAL | VENTOLIN 2MG/5ML SOLUCIÓN ORAL | BUTAMOL SOLUCION PARA NEBULIZAR VÍA INHALATORIA ORAL Y NASAL;Inhalador
541;102062401;SALINA BALANCEADA, solución estéril, Uso  Intraocular.;S.S.B. PISA SOLUCIÓN SALINA BALANCEADA PARA IRRIGACIÓN OFTÁLMICA | BSS Solución Salina Balanceada Estéril para irrigación intraocular;Vial/Ampolla
542;103061001;SODIO CLORURO 0.85%-0.9%, gotas nasales en solución, frasco 50ml, Vía Nasal.;AQUAMAR SOLUCIÓN SALINA -.9% | XCLEAR SOLUCION SALINA NATURAL SPRAY NASAL;Frasco de gotas
543;102075701;SODIO CLORURO 0.9%,  solución, envase plástico (bolsa o frasco), 3,000ml, I.V.;SOLUCIÓN ISOTONICA DE CLORURO DE SODIO AL -.9% SOLUCIÓN INYECTABLE I.V;Vial/Ampolla
544;102019001;SODIO CLORURO 20-25%, solución hipertónica, I.V.;CLORURO DE SODIO ALFA 2-% SOLUCION INYECTABLE;Vial/Ampolla
545;101075001;SUCRALFATO 1g, tableta o gel oral, V.O.;Ulcicoat 1G Tabletas;Crema/Ungüento
546;101070201;SULPIRIDA 200mg, cápsula o tableta, V.O.;S/P REGISTRADO;Pastilla - Cápsula
547;101070101;SULPIRIDA 50mg, cápsula o tableta, V.O.;S/P REGISTRADO;Pastilla - Cápsula
548;102059601;SUXAMETONIO (SUCCINILCOLINA) CLORURO 50mg/ml, polvo liofilizado, I.V.;uccinilcolina 5-- mg/vial polvo liofilizado para solución inyectable I.M.,I.V. | CLORURO DE SUXAMETONIO BP 5--MG /1- ML SOLUCIÓN INYECTABL;Vial/Ampolla
549;101001901;TAPENTADOL 50mg, tableta recubierta de liberación prolongada, V.O.;PALEXIS RETARD 5- mg Comprimido Recubierto de Liberación Prolongada;Pastilla - Cápsula
550;101034201;TIAMINA (VITAMINA B1) 100mg, tableta, V.O.;TIAMINA MP 1-- MG COMPRIMIDOS;Pastilla - Cápsula
551;103047601;TIMOLOL MALEATO o BETAXOLOL CLORHIDRATO o LEVOBUNOLOL CLORHIDRATO  0.5%, gotas, solución, frasco 5- 15ml,  Vía Oftálmica.;TIOF -.5- % SOLUCIÓN OFTÁLMICA ESTÉRIL | IMOT OFTENO AL -.5% SOLUCIÓN OFTÁLMICA | ALFER LOLO -,5% SOLUCION OFTALMICA | OFTALMOTRILOL SOLUCION OFTALMICA ESTERIL;Frasco de gotas
552;103061901;TOBRAMICINA 0.3% CON DEXAMETASONA 0.1%, suspensión, gotas, Vía Oftálmica.;TOBRAZOL-DX -.3% + -.1% SUSPENSIÓN OFTÁLMICA | RAZIDEX OFTENO SUSPENSIÓN OFTÁLMICA | DEXAMETASONA 1MG + TOBRAMICINA 3MG SUSPENSIÓN OFTÁLMICA;Frasco de gotas
553;103061801;TOBRAMICINA 3mg/mL (0.3%), solución, gotas, Vía Oftálmica.;XOLOF -.3% SOLUCIÓN OFTÁLMICA ESTÉRIL | TOBREX -.3 % SOLUCIÓN OFTÁLMICA ESTÉRIL | KLONAMICIN SOLUCIÓN OFTÁLMICA -.3%;Frasco de gotas
554;102082201;TOCILIZUMAB 20mg/ml, solución concentrada, I.V.;Actemra 2-mg/ml concentrado para solución para infusión I.V.;Vial/Ampolla
555;102093301;TOXINA BOTULÍNICA TIPO A 100UI, polvo, I.M.;BOTOX (TOXINA BOTULINICA TIPO A) POLVO SECADO AL VACIO PARA SOLUCION INYECTABLE. | JUVENLIFE TOXINA BOTULINICA TIPO A 1-- U / VIAL POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE I.M | NEURONOX 1-- U POLVO LIOFILIZADO PARA SOLUCION INYECTABLE I.M., S.C | XEOMIN 1-- UI POLVO PARA SOLUCION INYECTABLE;Vial/Ampolla
556;101082901;TRIMETAZIDINA 20mg, tableta, V.O.;ADYNA 2-MG COMPRIMIDOS RECUBIERTOS CON PELICULA. | Trimetazidina Maxihealth 2- (2-mg) Tabletas Recubiertas;Pastilla - Cápsula
557;101038801;TRIMETOPRIN 160mg CON SULFAMETOXAZOL 800mg, tableta ranurada, V.O.;BACTRIM FORTE 8--/16-MG COMPRIMIDOS | BACTRIM FORTE 8--MG/16-MG COMPRIMIDOS | SULFATRIM 16-/8-- MG TABLETAS | CO-TRIMOXAZOL Tabletas BP 96- mg;Pastilla - Cápsula
558;103012801;TRIMETOPRIN 40mg CON SULFAMETOXAZOL 200mg/5ml, suspensión  pediátrica, frasco, 100-120ml, V.O.;PRIMASULF 4-MG-2--MG/5ML SUSPENSION ORAL | SULFATRIM 8MG-4-MG/ML SUSPENSION PEDIATRICA ORAL. | TRIMETOPRIM SULFA ECAR SUSPENSIÓN ORAL;Frasco de jarabe
559;103001401;TROPICAMIDA 8mg CON FENILEFRINA 50mg (0.8%/5%), solución, gotas, Vía Oftálmica.;T-P- OFTENO SOLUCIÓN OFTÁLMICA;Frasco de gotas
560;101104701;UPADACITINIB 15mg, cápsula o tableta o comprimido de liberación prolongada, V.O.;;Pastilla - Cápsula
561;102000601;USTEKINUMAB 130mg/26ml (5mg/ml), solución Intravenosa I.V.;STELARA (13- mg / 26 ml) CONCENTRADO PARA SOLUCIÓN PARA INFUSIÓN (I.V.);Vial/Ampolla
562;102064101;VACUNA ANTINEUMOCÓCCICA 25mcg/0.5ml, solución, I.M., S.C.;S/P REGISTRADO;Vial/Ampolla
563;101003301;VENETOCLAX 100mg, tableta, V.O.;VENCLEXTA 1-- MG TABLETAS RECUBIERTAS;Pastilla - Cápsula
564;101082801;ZOLPIDEM 10mg, tableta ranurada, V.O.;ZOLPIDEM NORMON 1-MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA EFG;Pastilla - Cápsula
565;101098001;ÁCIDO ALENDRÓNICO (ALENDRONATO SÓDICO TRIHIDRATADO) 70mg, tableta, V.O.;ALENDRONATO SÓDICO 7-MG TABLETAS | OSTOSIX 7- MG COMPRIMIDOS RECUBIERTOS;Pastilla - Cápsula
